Algoritmo,Acuracia,Precisao,Recall,F1-Score,Tempo Predicao (s),Uso Medio de RAM (MB),Pico RAM Predicao (MB),Uso Medio de CPU (%),Pico de CPU (%)
decision tree,0.9128473118021515,0.9666282628275794,0.9128473118021515,0.9364674265292963,0.1376640796661377,34.01796874999991,75.72265625,35.84285714285714,69.2
logistic regression,0.2027522954127743,0.8474865434928972,0.2027522954127743,0.24211306419019518,0.07815194129943848,17.95703125,57.88671875,30.8,46.2
naive bayes,0.09700031398806845,0.6560523845828696,0.09700031398806845,0.06525753062468224,0.9060091972351074,105.93215460526312,186.5546875,43.664,87.5
random forest,0.9267687827862541,0.972538120686184,0.9267687827862541,0.9471646244437988,2.0813000202178955,95.50173611111109,180.34375,83.41111111111111,100.0
